Année,Classement,Temps,Nom,Nationnalité,Sexe,Catégory,Index
2021,123,31:12:24,Krzysztof BUCHOWICZ,Poland,Men,45-49,-
2021,124,31:16:52,Károly CSÁKI,Romania,Men,40-44,640
2021,125,31:18:06,Dany SCHULTHESS,Switzerland,Men,45-49,-
2021,126,31:18:08,Dominik ERNE,Switzerland,Men,40-44,723
2021,127,31:24:18,Fabien CARPENTIER,France,Men,40-44,738
2021,128,31:24:38,Shaun STEWART,Ireland,Men,35-39,762
2021,129,31:24:39,Gavin BYRNE,Ireland,Men,20-34,764
2021,130,31:25:06,Alberto GONZALEZ,Spain,Men,40-44,635
2021,131,31:25:22,Florian SOURDIN,France,Men,20-34,627
2021,132,31:26:07,Mads ERIKSEN,Denmark,Men,20-34,573
2021,133,31:27:19,Maria Silvina PEREZ,Argentina,Women,40-44,632
2021,134,31:27:36,Julien SENECHAL,France,Men,35-39,722
2021,135,31:28:01,Jean-Baptiste BOUFFAUD,France,Men,45-49,582
2021,136,31:28:10,Joao BORGES,Portugal,Men,40-44,641
2021,137,31:30:06,Olivier SAVOY,France,Men,40-44,693
2021,138,31:40:06,Alvaro SANTANA-GABAS,Spain,Men,20-34,682
2021,139,31:42:01,Alexander FESSLER,Germany,Men,45-49,542
2021,140,31:48:51,Cedric DEFAWES,Belgium,Men,40-44,618
2021,141,31:49:43,Daniel ISSING,Germany,Men,20-34,686
2021,142,31:49:48,Clement VIGIER,France,Men,20-34,673
2021,143,31:50:50,Simon MICHELLIER,France,Men,35-39,678
2021,144,31:53:56,Christian SCIARRETTA,Italy,Men,45-49,689
2021,145,31:54:12,Filippo CAON,Italy,Men,20-34,670
2021,146,31:54:51,Peter LESTAK,Slovakia,Men,50-54,483
2021,147,31:56:11,Syriac BEJAOUI,France,Men,45-49,652
2021,148,31:59:01,Josselin GORCE,France,Men,35-39,724
2021,149,32:01:05,Matteo BERNARDI,Italy,Men,40-44,646
2021,150,32:01:06,Ludovic FOURTANIER,France,Men,45-49,661
2021,151,32:01:59,Damian SALVADOR-ARTOLA,Spain,Men,50-54,-
2021,152,32:02:17,Alexandre LAUGEROTTE,France,Men,35-39,-
2021,153,32:04:39,Benoit HOLZERNY,France,Men,40-44,728
2021,154,32:06:10,Arnaud GALLAY,France,Men,20-34,742
2021,155,32:11:15,Daniel MOLDOVEANU,Switzerland,Men,35-39,-
2021,156,32:12:48,Claire HESLOP,Canada,Women,40-44,641
2021,157,32:14:25,Nicolas BOUCHET,France,Men,45-49,758
2021,158,32:15:22,Maija ORAVAMAKI,Finland,Women,45-49,644
2021,159,32:15:59,Ivan DIMITROV,Bulgaria,Men,40-44,640
2021,160,32:17:00,Enric CARRERAS-DORCA,Spain,Men,40-44,615
2021,161,32:18:28,Pierre LE CLAINCHE,France,Men,35-39,645
2021,162,32:21:32,Robert WIEDEKIND,Germany,Men,35-39,-
2021,163,32:24:23,Sebastien JOUGLAR,France,Men,40-44,606
2021,164,32:24:51,Simon NIHOUL,France,Men,20-34,-
2021,165,32:25:11,Enrique BARBER DOMENECH,Spain,Men,50-54,564
2021,166,32:28:35,Monique VAN DEN BOOGAART,Netherlands,Women,20-34,-
2021,167,32:29:05,Greg NIEUWENHUYS,Netherlands,Men,40-44,616
2021,168,32:34:14,Gregor HAIN,Austria,Men,20-34,643
2021,169,32:37:38,Mikael GREZES,France,Men,35-39,568
2021,170,32:38:28,Anthony GRILLOT,France,Men,20-34,644
2021,171,32:41:27,Nicola PIZZORNI,Italy,Men,35-39,705
2021,172,32:42:33,Jimmy LEFEUVRE,France,Men,35-39,590
2021,173,32:44:06,Sebastian SZOTOWICZ,Poland,Men,40-44,582
2021,174,32:45:01,Vincent TENRET,France,Men,20-34,701
2021,175,32:45:56,Florent BERTHAUT,France,Men,20-34,582
2021,176,32:49:49,Martin GRILL,Germany,Men,35-39,740
2021,177,32:50:05,Milos HALECKA,Slovakia,Men,40-44,635
2021,178,32:52:22,Daniel SIMON GRACIA,Spain,Men,40-44,629
2021,179,32:56:00,Sebastien GIGOT,France,Men,45-49,618
2021,180,33:01:06,Pierre BOURGOIN,France,Men,20-34,631
2021,181,33:03:00,Jo MEEK,United Kingdom,Women,40-44,702
2021,182,33:05:07,Toni DOMINGO LUIS,Spain,Men,35-39,645
2021,183,33:06:36,Juha JUMISKO,Finland,Men,40-44,620
2021,184,33:08:13,Senne DE SCHOUWER,Belgium,Men,20-34,718
2021,185,33:08:14,Benny KEUPPENS,Belgium,Men,40-44,700
2021,186,33:09:26,Nicki MCPEAK,United Kingdom,Men,45-49,571
2021,187,33:09:43,Yohann VACHELARD,France,Men,40-44,642
2021,188,33:10:31,Jean-Michel GROGNUX,France,Men,45-49,581
2021,189,33:11:50,Tom SAWYER,United Kingdom,Men,40-44,550
2021,190,33:17:29,David NIBLACK,United States,Men,40-44,703
2021,191,33:19:39,Jose MIGUEL,France,Men,50-54,548
2021,192,33:22:40,Benjamin KARLI,Switzerland,Men,35-39,603
2021,193,33:23:41,Pablo URETA,Argentina,Men,40-44,684
2021,194,33:25:51,François PELLAN,France,Men,40-44,691
2021,195,33:27:28,Arjan VAN BINSBERGEN,Netherlands,Men,45-49,-
2021,196,33:31:55,Claire BANNWARTH,France,Women,20-34,706
2021,197,33:32:37,Sébastien VIGNES,France,Men,35-39,446
2021,198,33:32:55,Teddy MANSIAT,France,Men,40-44,664
2021,199,33:35:53,Oscar MATELLANES,Spain,Men,45-49,-
2021,200,33:35:55,Kurt DELEU,Belgium,Men,50-54,-
2021,201,33:39:48,Rodolphe BIGNOT,France,Men,35-39,555
2021,202,33:40:04,David LELEU,France,Men,50-54,555
2021,203,33:40:28,Etienne ZURFLUH,France,Men,45-49,663
2021,204,33:41:42,Jon BAGULEY,United Kingdom,Men,35-39,549
2021,205,33:42:32,Jordi DELGADO SANGLAS,Spain,Men,35-39,683
2021,206,33:47:30,Yann MORELLO,France,Men,20-34,661
2021,207,33:47:44,Thomas POSTY,France,Men,40-44,623
2021,208,33:48:32,Aleix MALLOFRE ABANTE,Spain,Men,35-39,577
2021,209,33:48:59,Pierre TRAMIER,France,Men,20-34,-
2021,210,33:49:13,Pascal LEFFONDRE,France,Men,45-49,598
2021,211,33:50:27,Florian HUBER,Austria,Men,35-39,-
2021,212,33:50:35,Jules FREUND,France,Men,20-34,690
2021,213,33:52:15,Yoann BOURIEL,France,Men,35-39,648
2021,214,33:52:31,Francesco SAVIOZZI,Italy,Men,40-44,-
2021,215,33:54:30,Iaroslav VEDMID,Ukraine,Men,40-44,505
2021,216,33:55:15,Grzegorz MOJTA,Poland,Men,40-44,576
2021,217,33:57:25,Vincent BOUVIER,France,Men,35-39,734
2021,218,33:57:53,Regis MARCHAND,France,Men,50-54,573
2021,219,34:00:34,Jérôme GERMAIN,France,Men,40-44,637
2021,220,34:02:12,Sebastien PINEAU,France,Men,45-49,563
2021,221,34:02:19,Cameron WINTERS,United States,Men,45-49,686
2021,222,34:04:09,Fabien FELLI,France,Men,45-49,-
2021,223,34:08:34,Gerald COSTE,France,Men,45-49,-
2021,224,34:08:41,Wilfried SCHNEIDER,France,Men,40-44,655
2021,225,34:08:44,Samuel BONNE,France,Men,40-44,691
2019,1,20:19:07,Pau CAPELL,Spain,Men,20-34,885
2019,2,21:07:56,Xavier THEVENARD,France,Men,20-34,-
2019,3,21:48:04,Scott HAWKER,New Zealand,Men,20-34,841
2019,4,22:04:29,Tom OWENS,United Kingdom,Men,35-39,833
2019,5,22:35:15,Andy SYMONDS,United Kingdom,Men,35-39,838
2019,6,22:47:47,Joaquin LOPEZ,Ecuador,Men,20-34,880
2019,6,22:47:47,Ho Chung WONG,"Hong Kong, China",Men,20-34,788
2019,8,23:00:12,Masatoshi OBARA,Japan,Men,35-39,806
2019,9,23:16:03,Javier DOMINGUEZ LEDO,Spain,Men,45-49,766
2019,9,23:16:03,Germain GRANGIER,France,Men,20-34,897
2019,11,23:21:17,Canhua LUO,China,Men,20-34,858
2019,12,23:38:44,Martin KERN,France,Men,20-34,853
2019,13,23:41:28,Guillaume BEAUXIS,France,Men,20-34,818
2019,14,23:59:49,Lluis RUIZ OLLER,Spain,Men,20-34,861
2019,15,24:03:53,Harry JONES,United Kingdom,Men,20-34,860
2019,16,24:10:39,Moises JIMENEZ,Venezuela,Men,20-34,815
2019,17,24:20:45,Matthias KRAH,Germany,Men,20-34,750
2019,18,24:26:28,Sylvain COURT,France,Men,35-39,839
2019,19,24:27:59,Jason SCHLARB,United States,Men,40-44,783
2019,20,24:29:19,Francisco FREITAS,Portugal,Men,40-44,787
2019,21,24:34:26,Courtney DAUWALTER,United States,Women,20-34,849
2019,22,24:40:52,Rene ROVERA,France,Men,50-54,788
2019,23,24:44:27,Renaud ROUANET,France,Men,40-44,773
2019,24,24:53:30,Paul GIBLIN,United Kingdom,Men,40-44,-
2019,25,24:55:35,Vicente-Tito PARRA HERNANDEZ,Spain,Men,40-44,733
2019,26,24:59:22,Borbergur JONSSON,Iceland,Men,35-39,849
2019,27,25:01:15,Sebastien BUET,France,Men,20-34,789
2019,28,25:28:56,Jerome LUCAS,France,Men,45-49,688
2019,29,25:34:12,Kristin BERGLUND,Sweden,Women,35-39,-
2019,30,25:35:32,Benoit CORI,France,Men,35-39,-
2019,31,25:36:05,Kuo LI,China,Men,20-34,-
2019,32,25:40:28,Ugo FERRARI,France,Men,20-34,809
2019,32,25:40:28,Clement GUIBERT,France,Men,35-39,693
2019,34,25:41:30,Maite MAIORA ELIZONDO,Spain,Women,35-39,746
2019,35,25:46:10,Sebastien CAMUS,France,Men,40-44,820
2019,36,25:46:46,Francisco MENDOZA GUIL,Spain,Men,40-44,775
2019,37,25:53:26,Ekaterina MITYAEVA,Neutral Athlete,Women,20-34,755
2019,38,25:58:37,Juan Jose LARROTCHA,Spain,Men,50-54,-
2019,39,26:00:05,Cédric GOLEA,France,Men,35-39,755
2019,40,26:03:51,Matthieu GIRARD,Switzerland,Men,45-49,735
2019,41,26:05:54,Paddy O LEARY,Ireland,Men,20-34,802
2019,42,26:08:43,Pawel DYBEK,Poland,Men,40-44,699
2019,43,26:12:30,Kyle CURTIN,United States,Men,20-34,803
2019,44,26:13:32,Andras ZETENYI,Hungary,Men,35-39,-
2019,45,26:26:48,Beth PASCALL,United Kingdom,Women,20-34,-
2019,45,26:26:48,Simon EDOUARD,France,Men,20-34,708
2019,47,26:35:30,Jantaraboon KIANGCHAIPAIPHANA,Thailand,Men,20-34,808
2019,48,26:46:08,Maximiliano LOPEZ,Argentina,Men,35-39,741
2019,49,26:46:55,Wataru IINO,Japan,Men,40-44,781
2019,50,26:50:34,Benoit GAILLARD,France,Men,35-39,749
2019,51,27:16:20,Shunsuke OKUNOMIYA,Japan,Men,40-44,723
2019,52,27:17:13,Eoin KEITH,Ireland,Men,50-54,651
2019,53,27:17:38,Paulo Cesar FERNANDES DIAS,Portugal,Men,20-34,711
2019,54,27:19:34,Samir TAZI,France,Men,35-39,816
2019,55,27:22:00,Paul TERRANOVA,United States,Men,45-49,679
2019,56,27:22:56,Katie SCHIDE,United States,Women,20-34,831
2019,57,27:26:34,Vincent VIET,France,Men,35-39,829
2019,58,27:27:50,Guillaume PIERREL,France,Men,20-34,638
2019,59,27:28:23,Thomas NICKEL,Switzerland,Men,40-44,-
2019,60,27:28:40,Xavier SEMEN,France,Men,35-39,767
2019,61,27:28:46,Gérôme FERNANDEZ,France,Men,20-34,761
2019,62,27:30:36,Pablo URETA,Argentina,Men,40-44,684
2019,63,27:33:08,Sergii SAPIGA,Ukraine,Men,45-49,706
2019,64,27:35:28,Ryan GHELFI,United States,Men,20-34,-
2019,65,27:39:39,Paulo Sergio ROSADO BATISTA,Portugal,Men,45-49,664
2019,66,27:43:56,Mark HAMMOND,United States,Men,20-34,774
2019,67,27:48:32,Elise DELANNOY,France,Women,35-39,688
2019,68,27:59:45,Rory BOSIO,United States,Women,35-39,-
2019,69,28:02:57,Blake PIERSON,United States,Men,35-39,538
2019,70,28:06:00,Sebastian BACHELLA,Argentina,Men,40-44,494
2019,71,28:13:32,Ildikó WERMESCHER,Germany,Women,50-54,660
2019,72,28:23:35,William WEIDMAN,United States,Men,35-39,662
2019,73,28:25:57,Thierry GUIRAUD,France,Men,20-34,681
2019,74,28:31:45,Nelson AMARAL,Portugal,Men,40-44,717
2019,75,28:32:23,Josep Maria REY CARRERAS,Spain,Men,20-34,602
2019,76,28:33:46,Johan HELVIG,France,Men,20-34,687
2019,77,28:35:23,Delphine AVENIER,France,Women,40-44,666
2019,78,28:43:17,Wim BASTIAENS,Belgium,Men,40-44,615
2019,79,28:44:41,Mario ORTIZ-FABREGAS,Spain,Men,35-39,-
2019,80,28:47:08,Balint BARTHA,Romania,Men,35-39,708
2019,81,28:53:27,Alexander SASS,Germany,Men,40-44,682
2019,82,28:55:55,Brian MCARTHUR,Canada,Men,45-49,-
2019,83,28:57:26,Fuzhao XIANG,China,Women,20-34,793
2019,84,29:03:47,Jean-Gregoire LUISIER,Switzerland,Men,20-34,801
2019,85,29:10:21,Michael OHLER,Germany,Men,50-54,-
2019,86,29:11:21,Till WINKLER,Germany,Men,40-44,698
2019,87,29:11:37,Marko PROT (Prot MARKO),Slovenia,Men,40-44,587
2019,88,29:12:16,Nick MARRIAGE,United Kingdom,Men,35-39,573
2019,89,29:15:40,Anonymous,China,Men,20-34,
2019,90,29:16:47,Franco Hernan ORO,Argentina,Men,20-34,789
2019,91,29:16:54,Jorge CRUZ BRAVO,Mexico,Men,40-44,603
2019,92,29:18:06,Anonymous,France,Men,40-44,
2019,93,29:19:04,Junfeng LI,China,Men,35-39,-
2019,94,29:19:12,Johannes STIMPFLE,Germany,Men,20-34,711
2019,95,29:22:26,Pierre GAPIHAN,France,Men,20-34,765
2019,96,29:23:16,Takashi DOI,Japan,Men,35-39,820
2019,97,29:25:46,Charlie BUTCHER,United Kingdom,Men,35-39,-
2019,98,29:31:11,Yunhui YU,China,Men,45-49,-
2019,99,29:31:16,Antoine MIEL,France,Men,35-39,646
2019,100,29:32:14,Naoyoshi HANAOKA,Japan,Men,45-49,-
2019,101,29:35:04,Jacek SWIDEREK,Poland,Men,40-44,-
2019,102,29:35:14,Guillaume BOURGETEAU,France,Men,45-49,613
2019,103,29:37:23,Elisabet MARGEIRSDOTTIR,Iceland,Women,20-34,652
2019,104,29:39:54,Sam HEWARD,United Kingdom,Men,20-34,618
2019,105,29:44:35,Nicolas PENNEQUIN,France,Men,35-39,659
2019,106,29:47:59,David WAMSTER,France,Men,40-44,714
2019,107,29:49:45,Ivan MONTES LOMBAO,Spain,Men,20-34,719
2019,108,29:51:13,Cordis HALL,United States,Men,20-34,760
2019,109,29:51:55,Julien BONNARD,France,Men,40-44,671
2019,110,29:57:21,Erik ELEZOVIC,Slovenia,Men,40-44,564
2019,111,30:03:37,Maija ORAVAMAKI,Finland,Women,45-49,644
2019,111,30:03:37,Giulia VINCO,Italy,Women,20-34,702
2019,113,30:08:57,Nuno SANTOS,United Kingdom,Men,45-49,655
2019,114,30:10:21,Jorge ALVAREZ-GONZALEZ,Spain,Men,45-49,632
2019,115,30:10:22,Xavier BERRUEL,Canada,Men,45-49,591
2019,116,30:14:55,Kyle GREIG,United Kingdom,Men,20-34,693
2019,117,30:17:21,Daniele FORNONI,Italy,Men,50-54,724
2019,118,30:18:10,Olivier CACHARD,France,Men,50-54,613
2019,119,30:18:32,Howard NORTON,Australia,Men,55-59,619
2019,120,30:19:48,Naomi BRAND,South Africa,Women,20-34,708
2019,121,30:20:20,Anthony LEVESQUE,France,Men,40-44,603
2019,122,30:20:33,Pascal REBEYROTTE,France,Men,20-34,606
2019,123,30:22:40,Javi APARICIO,Spain,Men,35-39,-
2019,124,30:26:59,Olivier MORIN,France,Men,40-44,680
2019,125,30:30:21,Tsuyoshi KABURAKI,Japan,Men,50-54,591
2019,126,30:31:19,Domingo RUIZ VELEZ,Spain,Men,45-49,607
2019,127,30:33:58,Yulia BAYKOVA,Russia,Women,35-39,563
2019,128,30:35:07,Anonymous,Finland,Men,35-39,
2019,129,30:36:45,Loren BAKER,United States,Men,20-34,652
2019,130,30:42:35,Jean-Marc LAVING,France,Men,40-44,635
2019,131,30:43:07,Carlos VICENTE,Spain,Men,45-49,680
2019,132,30:43:23,Thomas ROZE,France,Men,20-34,795
2019,133,30:44:07,Michal FRANKOWSKI,Poland,Men,35-39,706
2019,134,30:45:14,Pavel KIRILLOV,Russia,Men,35-39,-
2019,135,30:46:42,Leonardo DIOGO,Portugal,Men,50-54,700
2019,136,30:47:00,Dan BARGER,United States,Men,50-54,597
2019,137,30:47:07,Lukasz ZARECKI,Poland,Men,20-34,-
2019,138,30:47:12,Christophe CLERC,France,Men,40-44,687
2019,139,30:48:55,Aitor PEREZ BERGADO,Spain,Men,20-34,-
2019,140,30:50:05,Patrice PAJEAN,France,Men,45-49,624
2019,141,30:51:28,Antoine BIARD,France,Men,20-34,770
2019,142,30:57:00,Matthew CHATAWAY,United Kingdom,Men,35-39,590
2019,143,31:05:48,Pascal BESSIN,France,Men,50-54,578
2019,144,31:06:26,Juliette BLANCHET,France,Women,40-44,612
2019,145,31:08:06,Dominic JONES,United Kingdom,Men,35-39,628
2019,146,31:13:52,Fo Lok LIU (Liu FO LOK),"Hong Kong, China",Men,20-34,704
2019,147,31:23:30,Sabrina CACHARD,France,Women,45-49,550
2019,148,31:24:50,Mario FONSECA,Portugal,Men,35-39,803
2019,149,31:27:11,Nicolae ALEXANDRU,Romania,Men,40-44,-
2019,150,31:28:37,Ugur Vahtettin AYDIN,Türkiye,Men,40-44,-
2019,151,31:28:54,Andreas PETTERSSON,Sweden,Men,40-44,478
2019,152,31:29:24,Sandro JERMANN,Switzerland,Men,20-34,-
2019,153,31:30:53,Nicholas MARMET,United States,Men,20-34,-
2019,154,31:30:57,Fernando CANCELO-BARBEITO,Spain,Men,45-49,-
2019,155,31:31:01,Kellie ANGEL,Australia,Women,20-34,707
2019,156,31:32:13,Teishu KOHATA,Japan,Men,40-44,650
2019,157,31:32:21,Stephen REDFERN,Australia,Men,45-49,535
2019,158,31:35:49,Robin DAVIES,United Kingdom,Men,20-34,457
2019,159,31:37:23,Nicolas DESBOS,France,Men,45-49,633
2019,160,31:37:24,Sebastien GOUDARD,France,Men,35-39,781
2019,161,31:38:09,Julien DAMESIN,France,Men,40-44,645
2019,162,31:38:48,Merile ROBERT,France,Men,45-49,777
2019,163,31:40:31,Marco BONFANTE,Italy,Men,20-34,781
2019,164,31:41:59,Julien DELEZE,Switzerland,Men,35-39,624
2019,165,31:44:28,Cédric MERMET,France,Men,40-44,728
2019,166,31:46:21,Mimmi KOTKA,Sweden,Women,35-39,744
2019,167,31:46:53,Martin MALHERBE,South Africa,Men,40-44,641
2019,168,31:48:10,Sylvaine CUSSOT,France,Women,35-39,655
2019,169,31:48:13,Janko SCHLOEFFEL,Germany,Men,55-59,-
2019,170,31:50:46,Paolo CAPRARO,Italy,Men,40-44,627
2019,171,31:51:52,Olivier SALOM,France,Men,50-54,568
2019,172,31:52:10,Cesar DUARTE,Portugal,Men,20-34,697
2019,173,31:52:30,Tomasz PAWLOWSKI,Poland,Men,40-44,640
2019,174,31:58:09,Miguel GARCIA GUTIERREZ,Spain,Men,60-64,637
2019,175,32:02:28,Alberto FARIOLI,Italy,Men,45-49,648
2019,176,32:04:08,Tim WOODIER,United Kingdom,Men,35-39,622
2019,177,32:04:09,Helder SILVA,Portugal,Men,40-44,626
2019,178,32:05:18,David HARVEY,United Kingdom,Men,35-39,542
2019,179,32:13:59,Steven SAUNDERS,United Kingdom,Men,35-39,651
2019,180,32:15:17,Olivier DEMANGE,France,Men,20-34,539
2019,181,32:17:30,Sebastien MIEVRE,France,Men,45-49,618
2019,182,32:21:59,Susana SIMOES,Portugal,Women,45-49,534
2019,183,32:22:59,Haifeng LI,China,Men,40-44,603
2019,184,32:25:18,Xavier BOAS,France,Men,35-39,-
2019,185,32:27:06,Sally MCRAE,United States,Women,40-44,561
2019,186,32:28:11,Mika LEPPÄLÄ,Finland,Men,35-39,626
2019,187,32:28:26,Cyril DA MOUTA,France,Men,20-34,588
2019,188,32:31:06,Nicolas GRY,France,Men,40-44,709
2019,189,32:33:39,Jordi VILA-ARIZA,Spain,Men,20-34,653
2019,190,32:33:42,Marti LAZARO,Spain,Men,20-34,-
2019,191,32:36:43,Victor IGLESIAS-LOBATO,Spain,Men,50-54,563
2019,192,32:38:00,Liping ZHENG,China,Women,40-44,-
2019,193,32:39:36,Matthieu BARDOT BRARD,France,Men,20-34,601
2019,194,32:40:56,Teemu SARANPÄÄ,Finland,Men,40-44,-
2019,195,32:43:13,Benjamin KARLI,Switzerland,Men,35-39,603
2019,196,32:47:01,Xavier DARRIEUTORT,France,Men,40-44,653
2019,197,32:49:38,Alexandre LY,France,Men,35-39,483
2019,198,32:49:50,Zoran KURDIJA,Croatia,Men,50-54,562
2019,199,32:49:55,Emmanuel GODEFROID,Belgium,Men,40-44,644
2019,200,32:50:06,Philipp WITIBSCHLAGER,Austria,Men,20-34,615
2019,201,32:51:00,Titus ABLORH,Czech Republic,Men,20-34,634
2019,202,32:51:59,Alessandra BOIFAVA,Italy,Women,40-44,727
2019,203,32:52:04,Brian MULLINS,Ireland,Men,35-39,717
2019,204,32:52:57,Jose Antonio AZORIN MOLINA,Spain,Men,40-44,478
2019,205,32:53:00,Jason ROBINSON,United Kingdom,Men,50-54,-
2019,205,32:53:00,Jason NICOLAI,Canada,Men,35-39,615
2019,207,32:53:01,Justin KENT,United States,Men,50-54,552
2019,208,32:53:03,Simon CASTRO-WOOLDRIDGE,United Kingdom,Men,40-44,-
2019,209,32:54:55,Florian MICHENET,France,Men,20-34,-
2019,210,32:54:58,Sacha CROSET,Switzerland,Men,20-34,712
2019,211,32:56:34,Benoit POUPINET,France,Men,50-54,520
2019,212,32:56:45,Damien LONGET,France,Men,35-39,752
2019,213,33:00:41,Yukako TAKASHIMA,Japan,Women,45-49,-
2019,214,33:11:15,Emmanuel VILTROUVE,France,Men,20-34,683
2019,215,33:12:26,Aleix MALLOFRE ABANTE,Spain,Men,20-34,577
2019,216,33:14:57,Jordi URO MOMPEL,Spain,Men,35-39,659
2019,217,33:15:05,Yusuke INANAGA,Japan,Men,50-54,636
2019,218,33:18:26,Fabien COUSIN,France,Men,40-44,678
2019,219,33:21:09,Eva BELLES,Spain,Women,45-49,508
2019,220,33:23:27,Darryn PATTERSON,South Africa,Men,20-34,-
2019,221,33:25:40,Arjan VAN BINSBERGEN,Netherlands,Men,45-49,-
2019,222,33:25:41,Etienne BOURDON,France,Men,45-49,600
2019,223,33:27:02,Lubomír STUDENY,Czech Republic,Men,50-54,510
2019,224,33:27:44,Naoya SHINOHARA,Japan,Men,20-34,-
2019,225,33:28:56,Yoshihiro MORI,Japan,Men,35-39,616
2018,1,20:44:16,Xavier THEVENARD,France,Men,20-34,-
2018,2,21:31:37,Robert HAJNAL,Romania,Men,20-34,863
2018,3,21:57:01,Jordi GAMITO BAUS,Spain,Men,35-39,842
2018,4,22:06:59,Hallvard SCHJOLBERG,Norway,Men,40-44,761
2018,5,22:35:13,Damian HALL,United Kingdom,Men,40-44,761
2018,6,22:38:29,Roman EVARTS,Latvia,Men,35-39,747
2018,7,23:02:19,Stefano RUZZA,Italy,Men,35-39,766
2018,8,23:07:53,Erik CLAVERY,France,Men,35-39,721
2018,9,23:12:03,Florian GRASEL,Austria,Men,35-39,827
2018,10,23:27:08,Javier DOMINGUEZ LEDO,Spain,Men,40-44,766
2018,11,23:34:35,Petter RESTORP,Sweden,Men,40-44,828
2018,12,23:47:39,Christopher HAMMES,United States,Men,20-34,729
2018,13,23:53:02,Mathieu BLANCHARD,France,Men,20-34,901
2018,14,23:59:55,Sacha DEVILLAZ,France,Men,20-34,769
2018,15,24:07:27,Jim MANN,United Kingdom,Men,40-44,-
2018,16,24:16:21,Emir GRAIRI,Tunisia,Men,35-39,779
2018,17,24:26:59,Gregoire CURMER,France,Men,20-34,848
2018,18,24:27:00,Matthieu BOSQUET,France,Men,35-39,-
2018,19,24:28:23,Roberto MASTROTTO,Italy,Men,20-34,816
2018,20,24:33:26,Bertrand COLLOMB PATTON,France,Men,40-44,685
2018,21,24:40:38,Francisco FREITAS,Portugal,Men,40-44,787
2018,22,24:47:49,Paul GIBLIN,United Kingdom,Men,40-44,-
2018,23,25:03:37,Kuo LI,China,Men,20-34,-
2018,24,25:08:08,Sebastien HENRI,France,Men,35-39,690
2018,25,25:19:01,Jean BURNET,France,Men,35-39,-
2018,26,25:32:11,Vincent DUJARDIN,France,Men,35-39,-
2018,27,25:34:32,Krystian OGLY,Poland,Men,40-44,625
2018,28,25:40:09,Tim OLSON,United States,Men,35-39,652
2018,29,25:40:11,Ugo FERRARI,France,Men,20-34,809
2018,30,25:44:57,Patrick WILLCOCK,South Africa,Men,40-44,711
2018,31,25:56:12,Hugo GONCALVES,Portugal,Men,20-34,859
2018,32,25:57:11,Borbergur JONSSON,Iceland,Men,35-39,849
2018,33,26:03:48,Francesca CANEPA,Italy,Women,45-49,651
2018,34,26:04:05,Patrick FREI,Switzerland,Men,40-44,655
2018,35,26:08:07,Uxue FRAILE-AZPEITIA,Spain,Women,40-44,632
2018,36,26:10:42,Anthony MAUBOUSSIN,France,Men,35-39,-
2018,37,26:15:11,Jocelyne PAULY,France,Women,45-49,725
2018,38,26:15:28,Christian HILDEBRAND,Germany,Men,20-34,599
2018,39,26:17:20,Sam SHEPHERD,United Kingdom,Men,35-39,-
2018,40,26:26:40,Beth PASCALL,United Kingdom,Women,20-34,-
2018,41,26:38:56,Enzo BENVENUTO,Italy,Men,40-44,693
2018,42,26:40:03,Sebastien GOUDARD,France,Men,35-39,781
2018,43,26:40:43,Katia FORI,Italy,Women,45-49,-
2018,44,26:41:21,Clement GUIBERT,France,Men,20-34,693
2018,45,26:48:44,Juliette BLANCHET,France,Women,35-39,612
2018,46,27:03:40,Jordi CASADELLA,Spain,Men,40-44,696
2018,47,27:07:20,Paolo PIANO,Italy,Men,45-49,-
2018,48,27:09:18,Sergii SAPIGA,Ukraine,Men,45-49,706
2018,49,27:11:36,Luca ARRO,Italy,Men,35-39,573
2018,50,27:12:29,Jonas JOHANSSON,Sweden,Men,35-39,636
2018,50,27:12:29,Dominick LAYFIELD,United States,Men,45-49,669
2018,52,27:16:02,Benet POUS-SOLER,Spain,Men,35-39,664
2018,53,27:16:22,Matthieu MENANTEAU,France,Men,40-44,688
2018,54,27:19:36,Ildikó WERMESCHER,Germany,Women,50-54,660
2018,55,27:22:11,Catherine BRADLEY,United States,Women,20-34,674
2018,56,27:22:30,Daniel ABLANEDO RODRIGUEZ,Spain,Men,40-44,674
2018,57,27:23:20,Mariya NIKOLOVA,Bulgaria,Women,35-39,671
2018,58,27:24:40,Tony VIARD,France,Men,20-34,717
2018,59,27:25:32,Eric TANG,Australia,Men,35-39,632
2018,60,27:29:36,Andrew HOUGH,New Zealand,Men,40-44,452
2018,61,27:31:39,Kaci LICKTEIG,United States,Women,20-34,707
2018,62,27:31:57,Zsolt KOVACS,Romania,Men,35-39,629
2018,63,27:32:57,Florian FELCH,Germany,Men,35-39,766
2018,64,27:33:26,Haifeng LI,China,Men,40-44,603
2018,65,27:35:11,Fernanda MACIEL,Brazil,Women,35-39,604
2018,66,27:44:36,Candide GABIOUD,Switzerland,Men,20-34,738
2018,67,27:45:45,David CAULET,France,Men,20-34,647
2018,68,27:45:48,Clement HELIER,France,Men,20-34,802
2018,69,27:47:49,Ville MAKSIMAINEN,Finland,Men,40-44,639
2018,70,27:51:07,Sophie GRANT,United Kingdom,Women,35-39,668
2018,71,28:00:15,Guillaume KLEIN,France,Men,20-34,-
2018,72,28:09:44,Mariusz GEZELA,Poland,Men,35-39,601
