Race UID,year,Race Title,N Participants,Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,Last Time,N DNF,N Women,N Countries
1337,2018,Marathon 7500 2018 - Marathon 3200,264,50K,42.3,3140.0,10.5588,6.1864,14.1025,0,80,4
1337,2019,Marathon 7500 2019 - Marathon 3200,250,50K,42.2,3130.0,10.233,0.0,13.7164,16,60,4
13377,2018,Trail Donghai 2018 - 15K,79,20K,15.8,910.0,3.2346,2.2864,4.6511,0,35,3
13377,2019,Trail Donghai 2019 - 15KM,324,20K,15.8,870.0,3.6765,0.0,4.9681,122,155,4
13379,2018,Nagi Peaks Tough Trail Challenge 2018 - Okayama 46km,153,50K,46.9,3260.0,11.0992,6.3181,14.9208,0,19,3
13379,2019,Nagi Peaks Tough Trail Challenge 2019 - Challenge,191,50K,52.7,4000.0,11.0927,7.0344,13.6553,0,18,2
13379,2022,Nagi Peaks Tough Trail Challenge 2022 - Challenge,200,100K,58.0,4360.0,10.6531,0.0,12.8483,53,13,3
13379,2023,Nagi Peaks Tough Trail Challenge 2023 - Challenge,170,100K,58.0,4360.0,12.9099,8.3203,15.4836,0,17,3
13381,2018,Nagi Peaks Tough Trail Challenge 2018 - Okayama Middle,416,20K,28.7,1750.0,6.1175,3.0156,8.9872,0,80,1
13381,2019,Nagi Peaks Tough Trail Challenge 2019 - Middle,436,50K,32.3,2000.0,6.6053,3.8506,10.2997,0,44,2
13381,2022,Nagi Peaks Tough Trail Challenge 2022 - Middle,358,50K,32.0,1960.0,6.6586,0.0,9.8533,16,52,1
13381,2023,Nagi Peaks Tough Trail Challenge 2023 - Middle,316,50K,32.0,1960.0,6.7533,3.8131,9.7825,0,42,2
13383,2018,Trail Donghai 2018 - 35k,99,50K,33.3,2020.0,7.0357,4.5214,9.0192,0,21,2
13383,2019,Trail Donghai 2019 - 40KM,249,50K,39.9,2770.0,8.7638,0.0,9.8856,150,80,3
13385,2018,Trail Donghai 2018 - 65K,18,100K,65.4,4730.0,13.1419,10.2856,14.7531,0,3,1
13385,2019,Trail Donghai 2019 - 65KM,152,100K,65.3,4730.0,14.6798,0.0,18.1142,71,26,4
13387,2018,Trail des Sapins 2018 - La Louvetrouille,116,20K,22.4,850.0,2.8268,1.8783,3.7719,0,16,2
13387,2019,Trail des Sapins 2019 - La Louvetrouille,202,20K,21.9,1070.0,3.028,1.8292,4.4283,0,51,1
13387,2021,Trail des Sapins 2021 - La Louvetrouille,172,20K,21.0,890.0,2.5189,1.7056,3.7511,0,32,3
13387,2022,Trail des Sapins 2022 - La Louvetrouille,213,20K,21.4,930.0,2.742,1.7061,3.7689,0,45,3
13387,2023,Trail des Sapins 2023 - La Louvetrouille,168,20K,21.4,930.0,2.8469,0.0,5.1539,3,35,1
1339,2014,Hornindal Rundt 2014,117,100K,75.0,5600.0,16.998,8.8667,24.9667,0,17,8
1339,2015,Hornindal Rundt 2015,99,100K,74.8,4980.0,15.4171,9.9611,23.2761,0,13,6
1339,2016,Hornindal Rundt 2016,140,100K,72.8,5320.0,16.2184,8.9397,27.2186,0,40,8
1339,2017,Hornindal Rundt 2017,179,100K,72.8,5320.0,16.4602,0.0,27.9053,9,38,16
1339,2018,Hornindal Rundt 2018,125,100K,72.5,5320.0,15.631,0.0,25.7636,11,22,7
1339,2019,Hornindal Rundt 2019,107,100K,72.5,5320.0,16.6646,9.2444,28.7078,0,25,16
13391,2018,2 Alpes Outdoor Festival 2018 - 3600 Summit Trail,77,50K,37.9,3120.0,7.376,4.76,9.5986,0,7,4
13391,2019,2 Alpes Outdoor Festival 2019 - 3600 Summit Trail,103,50K,37.9,3110.0,7.8105,4.8344,10.7028,0,10,7
1340,2014,CIMA TAUFFI TRAIL 2014,86,50K,60.7,3630.0,11.5087,6.8656,14.9997,0,8,4
1340,2015,CIMA TAUFFI TRAIL 2015,95,50K,61.8,3800.0,11.5393,7.1908,14.455,0,18,3
1340,2016,CIMA TAUFFI TRAIL 2016,117,50K,61.8,3570.0,11.0129,6.5594,14.7328,0,16,3
1340,2017,CIMA TAUFFI TRAIL 2017,113,50K,61.1,3800.0,11.4044,7.0953,14.8867,0,14,2
1340,2018,CIMA TAUFFI TRAIL 2018,60,50K,61.5,3570.0,10.0153,7.0897,11.9556,0,6,1
1340,2019,CIMA TAUFFI TRAIL 2019,96,50K,61.5,3570.0,11.2471,7.3183,15.0942,0,7,4
1340,2023,CIMA TAUFFI TRAIL 2023,104,100K,60.0,4000.0,10.9085,0.0,14.8825,5,8,3
13407,2018,VII Gran Trail Aldeas Do Courel 2018,37,100K,70.4,4710.0,13.0112,0.0,17.3514,4,3,4
13407,2019,VIII Gran Trail Aldeas Do Courel 2019 - 8º Gran Trail Aldeas do Courel,51,50K,46.3,3480.0,8.47,0.0,11.9756,5,5,2
1341,2014,Lake Sonoma 50 2014,301,100K,79.1,3370.0,10.3925,6.1861,14.2456,0,90,10
1341,2015,Lake Sonoma 50 2015,278,100K,75.9,3500.0,10.3239,6.1608,13.9811,0,69,13
1341,2016,Lake Sonoma 50 2016,303,100K,75.9,3500.0,10.6025,6.0144,14.5228,0,93,10
1341,2017,Lake Sonoma 50 2017,351,100K,75.9,3500.0,11.0737,0.0,14.4167,51,106,7
1341,2018,Lake Sonoma 50 2018,292,100K,75.9,3500.0,10.9623,5.8544,15.0872,0,79,11
1341,2019,Lake Sonoma 50 2019,345,100K,77.0,3080.0,10.9444,0.0,15.0703,65,104,14
1341,2021,Lake Sonoma 50 Miler 2021 - Lake Sonoma 50,156,100K,80.9,3050.0,11.6084,0.0,14.2328,58,58,7
1341,2022,Lake Sonoma 50 Miler 2022 - Lake Sonoma 50,309,100K,80.9,3200.0,11.3688,0.0,14.3283,59,113,13
1341,2023,Lake Sonoma 50 Miler 2023 - Lake Sonoma 50,214,100K,80.9,3200.0,11.5927,6.7389,15.0231,0,81,11
13411,2018,Trail des Sapins 2018 - L'Infernale,59,50K,47.1,1990.0,6.8798,4.7261,9.505,0,14,1
13411,2019,Trail des Sapins 2019 - L'Infernale,119,50K,46.5,2380.0,7.0622,4.6753,9.6278,0,9,2
13411,2021,Trail des Sapins 2021 - L'Infernale,80,50K,46.2,1980.0,6.2933,4.1917,8.3258,0,7,1
13411,2022,Trail des Sapins 2022 - L'Infernale,115,50K,49.0,1840.0,6.4176,4.0739,8.9683,0,15,4
13411,2023,Trail des Sapins 2023 - L'Infernale,97,50K,49.0,1840.0,6.7095,0.0,8.6808,10,8,5
13413,2018,BUT VAL FORMAZZA 2018 - But Race 22 km,391,20K,22.9,1090.0,3.4858,1.9275,6.0122,0,106,6
13413,2019,BUT VAL FORMAZZA 2019 - Bettelmatt Race 22 km,455,20K,17.4,860.0,2.6407,0.0,4.5661,3,133,7
13415,2018,Australian Alpine Ascent Festival 2018 - AAA25k,273,20K,25.0,859.0,3.7589,0.0,6.2308,2,150,9
13415,2019,Australian Alpine Ascent Festival 2019 - AAA25k,385,20K,25.0,859.0,3.6399,1.8956,6.8408,0,200,7
13419,2018,WuXi Trail Challenge  Spring 2018 - 28 KM Plus,152,20K,29.6,2000.0,5.1317,3.7647,5.9864,0,18,5
1342,2014,Cheyenne Mountain Trail Race 2014 - 50 Km,81,50K,50.0,2000.0,6.3049,4.1317,8.8,0,19,4
1342,2016,Cheyenne Mountain Trail Race 2016 - 50 Km,58,50K,50.0,2000.0,6.0681,4.0317,7.6131,0,22,1
1342,2018,Cheyenne Mountain Trail Race 2018 - 50 Km,64,50K,46.7,1250.0,6.4749,4.0261,8.1058,0,20,1
1342,2019,Cheyenne Mountain Trail Race 2019 - 50 Km,57,50K,46.7,1250.0,6.2561,3.7594,8.5342,0,22,2
13425,2018,RACE ANIMAS 2018 - Race Animas (Cantera de las Sierras),100,20K,15.7,490.0,2.3451,1.4172,3.2625,0,33,3
13425,2019,Columbia Race Animas 2019 - 15km,170,-,15.2,470.0,1.9629,1.2042,3.0264,0,81,2
13427,2018,Le Porte di Pietra 2018 - La Cabella Cantalupo 201,113,20K,15.7,770.0,2.25,1.3067,3.74,0,39,2
13429,2018,Laulasmaa Ultra 2018 - Laulasmaa Ultra 10 loops,6,100M,213.2,2350.0,28.8124,23.5506,31.7397,0,1,1
13429,2019,Laulasmaa Ultra 2019 - Laulasmaa Ultra 10 loops,2,100M,209.9,2330.0,30.4843,29.3836,31.585,0,1,1
13431,2019,Laulasmaa Ultra 2019 - Laulasmaa Ultra 9 loops,3,100M,188.9,2100.0,31.6083,31.2231,31.8447,0,2,2
13433,2018,Laulasmaa Ultra 2018 - Laulasmaa Ultra 8 loops,3,100M,170.5,1880.0,25.7154,21.9056,27.8117,0,2,1
13433,2019,Laulasmaa Ultra 2019 - Laulasmaa Ultra 8 loops,2,100M,167.9,1870.0,28.9708,26.2336,31.7081,0,0,1
13435,2018,Laulasmaa Ultra 2018 - Laulasmaa Ultra 7 loops,3,100K,149.2,1650.0,25.8113,24.9003,26.5717,0,2,1
13435,2019,Laulasmaa Ultra 2019 - Laulasmaa Ultra 7 loops,2,100K,146.9,1590.0,31.0554,30.6219,31.4889,0,1,1
13437,2018,Laulasmaa Ultra 2018 - Laulasmaa Ultra 6 loops,2,100K,127.9,1420.0,19.9935,15.8392,24.1478,0,0,1
13439,2018,Laulasmaa Ultra 2018 - Laulasmaa Ultra 5 loops,12,100K,106.6,1180.0,17.4279,12.2731,27.4408,0,1,1
13439,2019,Laulasmaa Ultra 2019 - Laulasmaa Ultra 5 loops,9,100K,104.9,1170.0,21.2992,12.5581,31.3197,0,2,2
13441,2019,Mutianyu Great Wall Trail Run 2019 - 50KM,125,50K,48.9,2190.0,8.5065,0.0,12.4503,4,29,11
13445,2018,International Star Trail Challenge 2018 - 105km,41,100K,104.0,4980.0,24.386,0.0,29.9447,11,9,2
13447,2018,International Star Trail Challenge 2018 - 64km,99,50K,60.7,2820.0,14.5203,0.0,17.9589,17,31,1
13451,2018,The North Face 100 Challenge Qinling 2018 - 26km,325,20K,24.9,1890.0,6.7901,0.0,7.995,138,85,7
13451,2019,The North Face 100 Challenge Qinling 2019 - 25km,524,20K,21.5,1720.0,5.2043,0.0,6.0761,110,153,6
13453,2018,The North Face 100 Challenge Qinling 2018 - 48km,334,50K,46.2,3030.0,9.7947,0.0,10.9778,192,53,3
13453,2019,The North Face 100 Challenge Qinling 2019 - 50km,520,50K,47.1,3710.0,11.7415,0.0,13.4997,178,99,6
13455,2018,Jiangnan100 Sangzhou Spring 2018 - 26Km,94,20K,26.2,960.0,5.1696,2.5272,7.8656,0,29,3
13457,2018,Jiangnan100 Sangzhou Spring 2018 - 50Km,39,50K,48.4,2170.0,8.2312,5.3169,11.1106,0,7,3
13459,2018,PROENÇA TRAIL 2018,173,50K,49.6,2630.0,6.9607,4.4414,9.8503,0,23,4
13459,2019,PROENÇA TRAIL 2019 - PROENÇA  CROSS TRAIL,82,50K,45.5,2370.0,6.7798,4.0892,9.1311,0,8,3
13459,2020,PROENÇA TRAIL 2020 - PROENÇA  CROSS TRAIL,69,50K,50.1,2350.0,8.2047,5.9247,10.8522,0,11,3
13459,2023,PROENÇA TRAIL 2023 - PROENÇA  CROSS TRAIL,44,50K,50.9,2680.0,7.8613,6.1292,9.7775,0,5,5
1346,2014,Crêtes de spa 2014 - 55Km,435,50K,55.0,1800.0,7.0734,4.3711,9.3647,0,33,14
1346,2015,Crêtes de spa 2015 - 55Km,538,50K,55.0,1800.0,7.3787,4.4981,9.6014,0,43,12
1346,2016,Crêtes de spa 2016 - 55 Km,417,50K,55.0,1890.0,7.4521,4.9458,9.2675,0,28,16
1346,2018,Crêtes de spa 2018 - 55 Km,368,50K,56.0,2060.0,7.0052,4.4283,9.4628,0,27,15
1346,2019,Crêtes de spa 2019 - 55 Km,363,50K,55.4,2060.0,6.6443,3.9714,9.4517,0,33,14
1346,2022,Crêtes de Spa 2022 - Crêtes de Spa 59km,278,50K,59.0,1939.0,7.1151,0.0,9.5544,14,33,12
1346,2023,Crêtes de Spa 2023 - Crêtes de Spa 59km,159,50K,57.8,1842.0,7.0921,0.0,8.8306,18,16,11
13463,2018,Jiangnan100 Qingyuan Ancient Bridge Multi-day Race 2018 - Day1,23,50K,34.1,1950.0,6.5184,4.3503,9.2047,0,7,6
13463,2019,Jiangnan100 Qingyuan Ancient Bridge Ultra Trail 2019 - Day1,157,20K,31.3,1530.0,5.3811,2.6942,8.4614,0,49,5
13463,2020,Jiangnan100 Qingyuan Ancient Bridge Ultra Trail 2020 - Day1,148,20K,34.5,1330.0,4.9265,2.3092,8.9658,0,41,1
13465,2018,Jiangnan100 Qingyuan Ancient Bridge Multi-day Race 2018 - Day2,23,20K,28.3,1370.0,6.5184,4.3503,9.2047,0,7,6
1347,2014,The Bear Chase 2014 - BEAR CHASE 50K,138,50K,50.0,1180.0,6.7053,3.3536,10.6353,0,60,3
1347,2015,The Bear Chase 2015 - BEAR CHASE 50K,112,50K,50.0,1180.0,6.3512,3.8833,9.4361,0,55,2
1347,2016,The Bear Chase 2016 - BEAR CHASE 50K,85,50K,50.0,1180.0,6.3789,3.92,9.0286,0,40,1
1347,2017,The Bear Chase 2017 - BEAR CHASE 50K,136,50K,50.0,1180.0,6.3478,3.7172,10.3172,0,54,2
1347,2018,The Bear Chase 2018 - 50K,165,50K,50.0,1180.0,6.2996,0.0,11.0156,20,70,2
1347,2019,The Bear Chase 2019 - 50K,139,50K,50.0,1180.0,6.5324,0.0,10.6228,7,57,3
13471,2018,Trail de Mauves en Vert 2018 - LA RAIDLIGHT 57K,386,50K,57.1,1400.0,7.1397,0.0,8.7714,39,21,4
13473,2018,Bocksten TrailRun 2018 - TrailRun 23,263,20K,23.0,680.0,2.5303,1.6233,4.7067,0,81,3
13473,2019,Bocksten TrailRun 2019 - TrailRun 23,309,20K,23.0,680.0,2.5184,1.51,4.0711,0,94,6
13475,2018,Ute 100 Mile Trail Race 2018,97,100M,159.5,6180.0,33.4575,0.0,39.3164,32,21,6
13475,2019,Ute 100 Mile Trail Race 2019,117,100M,159.5,6180.0,33.1875,0.0,39.4525,37,26,4
13475,2022,Ute 100 Mile Trail Race 2022,45,100M,159.5,6180.0,33.6044,0.0,39.1414,13,14,2
13477,2018,Chattanooga 100 Mile Trail Race 2018,140,100M,158.1,3770.0,28.6652,0.0,32.4164,64,43,3
13477,2020,Chattanooga 100 Mile Trail Race 2020,67,100M,158.1,3770.0,27.9169,20.2525,31.1519,0,15,3
13479,2018,Ishioka Trailrun Race 2018 - Super Long,98,50K,45.9,2400.0,6.6988,5.285,7.9278,0,12,1
13479,2019,Ishioka Trailrun Race 2019 - Super Long,170,50K,46.6,2040.0,6.1523,3.7561,8.0386,0,16,1
13479,2021,Ishioka Trailrun Race 2021 - Super Long,202,50K,45.4,1910.0,6.1151,3.9961,7.9503,0,18,2
13481,2018,XTRAIL Ultra Trail Wulong 2018 - 25KM,475,20K,23.5,910.0,5.138,0.0,7.5908,18,241,2
13483,2018,Peak of JiangNan100 Skyrunning 2018 - 100km Ultimate,42,100M,102.7,11140.0,28.9548,22.345,31.8272,0,3,2
13485,2018,NavyFrog Trail Challenges 2018 - NavyFrog 25,492,20K,26.3,1120.0,5.8491,0.0,6.9922,115,130,5
13485,2019,NavyFrog Trail Challenges 2019 - NavyFrog 25,547,20K,28.3,1120.0,6.0912,3.3425,6.9942,0,133,8
13487,2018,Ultra-Trail® Drakensberg 2018 - UTD 160,21,100M,166.0,5850.0,33.3426,0.0,38.2914,9,1,3
13487,2019,Ultra-Trail® Drakensberg 2019 - UTD 160,34,100M,163.3,5610.0,37.2037,0.0,43.5778,14,5,4
13487,2021,Ultra-Trail® Drakensberg 2021 - UTD 160,52,100M,171.6,5160.0,35.8662,22.5106,47.0878,0,9,4
13487,2022,Ultra-Trail® Drakensberg 2022 - UTD 160,83,100M,171.0,5638.0,37.5712,0.0,44.9447,30,19,7
13487,2023,Ultra-Trail® Drakensberg 2023 - UTD 160,30,100M,171.0,5638.0,37.8346,29.4831,44.7678,0,6,4
13489,2018,7a CxM Albentosa 2018 - 13k,84,-,13.3,420.0,1.9777,1.1739,2.8361,0,28,3
13489,2019,8a CxM Albentosa 2019 - Promoción,72,-,12.4,540.0,1.9229,1.1953,2.9853,0,15,1
1349,2014,Javelina Jundred 2014 - 100 Km,103,100K,98.7,1200.0,16.9525,9.5903,27.7686,0,44,5
1349,2015,Javelina Jundred 2015 - 100 Km,109,100K,98.7,1200.0,16.606,9.4872,25.9986,0,52,4
1349,2016,Javelina Jundred 2016 - 100 Km,126,100K,97.5,1080.0,17.0611,8.8069,27.4319,0,45,5
1349,2017,Javelina Jundred 2017 - 100 Km,211,100K,97.5,1080.0,16.7803,0.0,28.6256,49,110,9
1349,2018,Javelina Jundred 2018 - 100 Km,199,100K,98.0,1090.0,16.9482,8.9181,28.4619,0,94,10
1349,2019,Javelina Jundred 2019 - 100 Km,224,100K,98.4,1100.0,16.8611,7.9786,27.0622,0,103,11
1349,2020,Javelina Jundred 2020 - 100 Km,82,100K,98.3,1090.0,16.2751,8.0358,25.7803,0,31,5
1349,2021,Javelina Jundred 2021 - 100 Km,244,100K,98.3,1090.0,17.2149,0.0,27.7297,51,119,6
1349,2022,Javelina Jundred 2022 - 100 Km,266,100K,98.3,1090.0,16.8507,0.0,27.3228,69,149,9
1349,2023,Javelina Jundred 2023 - 100 Km,370,100K,98.3,1090.0,17.1524,0.0,28.2022,67,202,7
13491,2018,7a CxM Albentosa 2018 - 24k,107,20K,23.2,1040.0,3.53,2.1086,5.6078,0,15,1
13491,2019,8a CxM Albentosa 2019 - Reina,77,20K,22.8,1150.0,3.2708,2.2683,4.72,0,7,3
13491,2021,CxM Albentosa 2021 - Modalidad Reina,76,20K,23.4,1110.0,3.443,2.2825,5.1378,0,9,4
13493,2018,Corremón Trail by Dynafit 2018 - 11k,266,-,10.3,390.0,1.3912,0.8092,2.0386,0,110,2
13493,2019,7è Corremón Trail by Dynafit 2019 - Corremón Trail Modalidad Promo,142,-,10.3,380.0,1.3209,0.8128,2.6836,0,56,1
13493,2022,Corremón Trail Sot de Chera 2022 - Corremón Trail Modalidad Promoción,140,-,11.0,450.0,1.3018,0.8414,2.0022,0,57,4
13495,2018,Corremón Trail by Dynafit 2018 - 24k,189,20K,23.9,1080.0,3.116,1.9278,4.5789,0,25,3
13495,2019,7è Corremón Trail by Dynafit 2019 - Corremón Trail Modalidad Reina,83,20K,23.8,1070.0,3.0657,2.1172,4.3867,0,13,2
13495,2022,Corremón Trail Sot de Chera 2022 - Sot de Chera Modalidad Reina,115,20K,24.0,1100.0,2.9694,2.0119,4.4408,0,18,4
13497,2018,Cronos a Foc 2018 - 8k,59,-,7.5,390.0,0.9253,0.5983,1.98,0,20,3
13497,2019,Cronos a Foc 2019 - Crono Nocturna Sot de Chera,46,-,7.5,390.0,0.8032,0.6192,1.2719,0,10,2
13505,2018,Bocksten TrailRun 2018 - 46km,72,50K,46.1,1360.0,5.2942,3.735,6.8606,0,12,1
13505,2019,Bocksten TrailRun 2019 - 46km,117,50K,46.1,1360.0,5.4645,3.6397,7.7389,0,20,5
13507,2017,LG TRAIL 2017 - LG Half,54,50K,55.2,1565.0,7.4159,5.2342,10.3058,0,12,11
13507,2018,LG TRAIL - Lausanne Genève 2018 - 51 km,148,50K,53.0,1610.0,6.999,0.0,9.8461,4,27,11
13507,2019,LG TRAIL - Lausanne Genève 2019 - 52 km,158,50K,52.6,1600.0,7.2071,0.0,14.3019,8,31,16
13507,2022,LG TRAIL - Lausanne Genève 2022 - LG Half,95,50K,52.0,1610.0,7.0508,0.0,10.9947,1,20,13
13509,2018,EXtreme Trail Cucos 2018 - Trail Curto ,165,20K,13.8,650.0,2.809,1.6278,3.9931,0,45,1
13509,2019,EXtreme Trail Cucos 2019 - Trail Curto ,97,20K,13.6,750.0,2.8994,1.7706,4.7908,0,27,2
13511,2017,Montara Mountain Trail Run 2017 - 50K,19,50K,49.8,2042.0,6.3941,4.5789,7.915,0,5,4
13511,2019,Montara Mountain Trail Run 2019 - 50K,23,50K,49.8,2042.0,6.5907,4.27,8.9133,0,6,3
13511,2020,Montara Mountain Trail Run 2020 - 50K,34,50K,49.8,2042.0,6.4314,4.9728,8.2433,0,7,5
13517,2018,Trail du Grand Sénonais 2018 - 50km,176,50K,49.2,1110.0,6.4795,0.0,9.3325,5,18,2
13519,2018,Trail du Grand Sénonais 2018 - 130km,81,100K,129.8,3200.0,21.2777,0.0,26.1044,23,6,4
13527,2018,Guangzhou 100-kilometer series 2018 - 30km Group,248,20K,29.4,1560.0,7.5747,4.6542,8.9892,0,43,4
13527,2019,Guangzhou 100-kilometer series 30km 2019 - 30km Group,208,20K,29.9,1620.0,7.0316,4.4956,7.9986,0,37,5
13527,2020,Guangzhou 100-kilometer series 30km 2020 - 30km Group,170,20K,34.7,1520.0,6.5461,3.9894,8.3967,0,25,3
13529,2018,Lijiang Skyview Adventure 2018 - Challenge Jade 30K,82,20K,30.2,1590.0,6.7683,3.6189,8.9558,0,31,6
1353,2014,MARATON KARKONOSKI 2014,442,50K,46.7,1905.0,6.4353,3.8819,8.1067,0,56,5
1353,2015,MARATON KARKONOSKI 2015,419,50K,46.7,1905.0,6.3927,3.8225,8.5219,0,49,5
13531,2018,Lijiang Skyview Adventure 2018 - Ultra Dragon 65K,58,100K,64.2,4450.0,17.9277,9.6317,21.8994,0,13,5
13533,2018,TRAIL ZIMAPAN 2018 - 65k,19,50K,67.7,3000.0,9.2634,6.7997,10.9128,0,2,3
13537,2018,Petzl Trail Plus 2018 - 10 km,219,20K,10.9,1310.0,2.7734,1.3725,3.9986,0,100,6
13537,2019,petzl trail plus 2019 - Trail de las Antenas,433,20K,10.7,1260.0,2.3346,0.0,2.9956,183,205,3
13537,2021,petzl trail plus 2021 - Trail de las Antenas,308,20K,9.6,1130.0,2.3416,0.0,2.9886,122,149,4
13537,2022,petzl trail plus 2022 - Trail de las Antenas,807,20K,11.0,1340.0,2.4658,0.0,2.9975,456,379,9
13537,2023,petzl trail plus 2023 - Trail de las Antenas,689,-,9.9,920.0,2.2845,1.0883,2.9994,0,282,5
13537,2024,petzl trail plus 2024 - Trail de las Antenas,1212,-,9.9,920.0,2.4278,0.0,2.9981,425,530,13
13539,2018,Huway Race 2018 - China Xishui WRI 50km,79,50K,56.9,3420.0,13.3368,0.0,15.7622,6,44,6
1354,2014,Trail LA GRIMACE 2014 - 80 Km,51,50K,78.0,2130.0,10.1595,7.3736,13.0833,0,4,6
1354,2015,Trail LA GRIMACE 2015 - 80 Km,54,100K,78.2,2220.0,10.2827,7.4286,13.8594,0,5,3
1354,2016,Trail LA GRIMACE 2016 - 80 Km,42,50K,78.4,2110.0,10.35,7.3611,13.7861,0,4,4
1354,2017,Trail LA GRIMACE 2017 - 80 Km,52,50K,80.8,1810.0,10.9133,7.6494,17.3953,0,4,7
13545,2018,Trail des Patrouilleurs 2018 - Plaine-Morte - 25km,400,20K,27.1,1970.0,5.1875,3.1272,7.7678,0,155,8
13545,2019,Trail des Patrouilleurs 2019 - Plaine-Morte - 25km,427,20K,27.1,1990.0,5.12,2.8533,7.825,0,172,11
13545,2020,Trail des Patrouilleurs 2020 - Plaine-Morte - 25km,347,20K,23.9,1340.0,3.7248,0.0,5.5903,6,138,13
13545,2022,Trail des Patrouilleurs 2022 - Plaine-Morte - 25km,132,20K,27.1,1990.0,5.3466,3.5678,7.3158,0,56,7
13547,2016,Yankee springs winter challenge 2016 - 50 km,69,50K,50.0,1250.0,6.4108,0.0,10.2594,5,22,2
13547,2017,Yankee springs winter challenge 2017 - 50 km,36,50K,50.0,1250.0,6.9595,3.8469,9.8397,0,16,1
13547,2018,Yankee springs winter challenge 2018 - 50 km,36,50K,50.0,1250.0,7.5452,5.1611,10.7747,0,11,2
13547,2019,Yankee springs winter challenge 2019 - 50 km,68,50K,50.0,1250.0,6.4426,4.3981,10.2244,0,33,1
13549,2018,The Trail Challenge Rincón de la Vieja 2018 - 100km,28,100K,100.0,1980.0,13.3324,9.3083,16.9017,0,4,3
13549,2019,The Trail Challenge Rincón de la Vieja 2019 - 100km,11,100K,100.3,2060.0,13.8411,11.6844,16.2842,0,2,2
13551,2018,The Trail Challenge Rincón de la Vieja 2018 - 50km,154,50K,50.0,1010.0,6.8155,4.3969,9.5983,0,49,8
13551,2019,The Trail Challenge Rincón de la Vieja 2019 - 50km,171,50K,50.2,1050.0,7.0485,4.0808,9.7489,0,55,4
13553,2018,The Trail Challenge Rincón de la Vieja 2018 - 21km,302,20K,21.2,400.0,2.5203,1.4983,4.9914,0,131,8
13553,2019,The Trail Challenge Rincón de la Vieja 2019 - 21km,235,20K,21.2,420.0,2.5945,1.5978,4.5836,0,86,10
13555,2018,The Trail Challenge Rincón de la Vieja 2018 - 10km,253,-,11.6,260.0,1.5602,1.0033,3.1278,0,132,7
13555,2019,The Trail Challenge Rincón de la Vieja 2019 - 10km,216,-,11.7,270.0,1.5868,0.875,2.5561,0,114,1
13557,2018,Montana de oro 2018 - 50 Km,26,50K,50.0,1000.0,5.9769,3.8447,7.5978,0,5,1
13557,2019,Montana de oro 2019 - 50 Km,39,50K,50.0,1910.0,6.2247,0.0,8.2833,1,7,1
13557,2020,Montana de oro 2020 - 50 Km,52,50K,50.0,1910.0,6.5427,0.0,8.4683,3,9,2
13559,2018,Montana de oro 2018 - 36 Km,45,20K,36.0,900.0,4.6237,2.8181,7.075,0,17,1
13559,2019,Montana de oro 2019 - 36 Km,44,20K,36.0,1356.0,5.4114,3.0875,8.8333,0,22,1
13559,2020,Montana de oro 2020 - 36 Km,25,20K,36.0,1356.0,4.859,3.0994,6.9689,0,9,2
13561,2018,Montana de oro 2018 - Half-marathon,58,20K,21.0,500.0,2.5992,1.5872,4.4606,0,30,1
13561,2019,Montana de oro 2019 - Half-marathon,75,20K,21.0,650.0,2.6995,1.6497,4.2858,0,39,1
13561,2020,Montana de oro 2020 - Half-marathon,80,20K,21.0,750.0,2.6813,1.4717,4.7203,0,47,2
13565,2018,Estonia Ultra-Trail® Race 2018 - T30,12,20K,32.4,370.0,4.9023,0.0,7.5086,3,1,3
13567,2018,Trail Cap de Creus 2018 - Express,363,-,11.5,590.0,1.6799,1.0314,2.72,0,141,14
13567,2021,Trail Cap de Creus 2021 - EXPRESS,378,-,11.4,560.0,1.5832,0.8753,2.8081,0,155,6
13567,2022,Trail Cap de Creus 2022 - Express Cap de Creus,350,-,11.4,560.0,1.6656,0.8983,3.825,0,155,8
13567,2023,Trail Cap de Creus 2023 - Express Cap de Creus,271,-,11.4,560.0,1.5514,0.9006,2.4389,0,102,15
13569,2017,Green lakes endurance runs 2017 - 50 Km,82,50K,50.0,1250.0,5.8505,0.0,9.9353,5,34,2
13571,2018,Ultra Gobi 2018 - Xuanzang Route Gobi Business A+  -  solo,15,100K,120.9,2410.0,18.3112,0.0,21.6703,6,3,1
13573,2018,Home Credit Kazygurt Trail 2018,29,20K,18.7,1350.0,3.6617,2.2694,5.9453,0,7,3
13575,2018,Ruco Ultra Trail 2018 - 50km,44,50K,48.9,3110.0,10.5632,7.4389,13.0,0,7,3
13575,2019,Ruco 2019 - Ruco 50km,37,50K,48.9,3100.0,10.1739,6.8767,14.4,0,4,3
13581,2018,PAPALLACTA ULTRA TRAIL 2018 - 43km,17,50K,42.6,1820.0,9.3341,0.0,10.7067,9,7,3
13583,2018,PAPALLACTA ULTRA TRAIL 2018 - 18km,24,20K,17.8,350.0,2.7405,0.0,4.7622,1,9,4
13585,2018,Kalinovka Spring Trail 2018 - 10k Trail,322,-,10.2,210.0,1.026,0.6036,2.8453,0,98,2
13585,2019,Kalinovka Spring Trail 2019 - 10k Trail,279,-,10.1,200.0,0.9821,0.6269,1.5964,0,80,1
