Race UID,year,Race Title,N Participants,Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,Last Time,N DNF,N Women,N Countries
3695,2022,ULTRA COAHUILA GARMIN 2022 - 50K Ultra Coahuila,548,50K,50.4,3360.0,9.8468,0.0,13.6,61,189,7
3695,2023,ULTRA COAHUILA GARMIN 2023 - 50K Ultra Coahuila,437,50K,50.4,3360.0,9.4871,4.7206,18.6161,0,164,7
36950,2023,Muur Trail Festival 2023 - Eighties Eighty,54,100K,84.0,2113.0,10.5667,7.5206,12.6206,0,3,3
36950,2024,Muur Trail Festival 2024 - Trail Jan De Lichte,24,100K,88.0,2113.0,10.9524,8.0717,12.7672,0,3,2
36952,2023,Muur Trail Festival 2023 - Mighty Marathon,106,50K,45.0,1312.0,5.245,3.5803,8.3589,0,13,6
36952,2024,Muur Trail Festival 2024 - Gerarda Mighty Marathon,122,50K,46.0,1312.0,5.4668,3.4706,8.8336,0,12,8
36954,2023,Muur Trail Festival 2023 - Dirty Thirty,137,20K,32.0,913.0,3.7212,2.3794,5.3822,0,31,6
36954,2024,Muur Trail Festival 2024 - Goliath Dirty Thirty,179,20K,32.0,913.0,3.7393,2.1822,5.6011,0,47,7
36960,2022,Sidley London Revolution Trails 2022 - Half Marathon,112,20K,21.6,247.0,2.6692,0.0,5.8053,45,50,4
36962,2023,TRAIL CALAMOCHOS CASAVIEJA 2023 - MEDIA MARATÓN ,91,20K,19.5,1050.0,2.6867,0.0,4.1489,2,18,1
36962,2024,TRAIL CALAMOCHOS CASAVIEJA 2024 - MEDIA MARATÓN ,82,20K,19.5,1050.0,2.7186,0.0,3.6297,1,19,2
36964,2023,TRAIL CALAMOCHOS CASAVIEJA 2023 - CROSS Y MARCHA SENDERISTA,104,-,12.0,500.0,1.3945,0.0,2.2483,1,31,2
36966,2022,CAUT - Curnis Auta Trail 2022 - CAUT - CURNIS AUTA TRAIL STAFFETTA SALITA,24,50K,40.0,3000.0,6.7007,5.0136,8.0464,0,3,2
36966,2023,CAUT - Curnis Auta Trail 2023 - CAUT - CURNIS AUTA TRAIL STAFFETTA SALITA,30,50K,40.0,3000.0,6.3153,4.6164,8.7939,0,2,1
36968,2022,CAUT - Curnis Auta Trail 2022 - CAUT - CURNIS AUTA TRAIL STAFFETTA DISCESA,24,50K,40.0,1432.0,5.6156,3.8247,9.3969,0,4,1
36968,2023,CAUT - Curnis Auta Trail 2023 - CAUT - CURNIS AUTA TRAIL STAFFETTA DISCESA,30,50K,40.0,1432.0,5.579,3.7544,7.5858,0,9,2
3697,2014,Trans Aubrac 2014 - Trail Du Capuchadou,137,50K,49.9,1357.0,7.001,4.6344,11.3172,0,27,4
3697,2015,Trans Aubrac 2015 - Trail Du Capuchadou,214,50K,49.9,1410.0,7.1436,4.4208,11.85,0,48,2
3697,2016,Trans Aubrac 2016 - Trail Du Capuchadou,273,50K,48.6,1410.0,7.0231,4.5286,11.0603,0,52,1
3697,2017,Trans Aubrac 2017 - Trail Du Capuchadou,331,50K,49.6,1330.0,7.0426,4.0231,11.0597,0,66,6
3697,2018,Trans Aubrac 2018 - Trail Du Capuchadou,351,50K,49.9,1460.0,7.8736,4.6083,12.3342,0,78,4
3697,2019,Trans Aubrac 2019 - Trail Du Capuchadou,558,50K,52.3,1400.0,7.5818,0.0,15.9169,35,125,3
3697,2022,Trans Aubrac 2022 - Trail Du Capuchadou,654,50K,52.8,1400.0,7.8134,0.0,14.1278,30,152,6
3697,2023,Trans Aubrac 2023 - Trail Du Capuchadou,701,50K,52.3,1390.0,7.6274,0.0,12.8225,42,175,3
3697,2024,Trans Aubrac 2024 - TA 50 - TRAIL DU CAPUCHADOU,707,50K,53.6,1410.0,7.4964,0.0,12.2772,34,182,5
36970,2023,III TRAIL RACE LOS FUERTES 2023 -  42K,34,50K,42.0,1950.0,6.099,4.5819,7.6,0,6,1
36972,2023,Bali Ultra 2023 - BUT50,121,50K,54.9,2500.0,10.8041,0.0,15.55,15,41,18
36974,2023,Bali Ultra 2023 - BUT25,155,20K,25.5,1000.0,5.7831,0.0,7.9819,31,56,19
36976,2023,SAN VICINO MARATHON 2023 - SAN VICINO TRAIL,127,20K,21.0,1350.0,3.3914,2.2417,5.1019,0,25,2
36984,2023,Skyline 50k 2023 - Half Marathon,53,20K,21.0,670.0,2.702,1.8089,4.4911,0,24,4
36986,2023,Monte Amaro Extreme 2023,105,50K,29.5,2690.0,5.8397,3.5181,9.1256,0,16,1
36988,2023,SKYRACE del MAMMUT 2023,75,20K,21.0,1480.0,3.2576,2.0819,5.265,0,12,4
3699,2014,Gran Trail Monduber 2014 - 43 Km,139,50K,43.0,2359.0,6.6881,4.4786,9.7278,0,6,3
3699,2015,Monduber trail 2015 - 43 Km,193,50K,43.4,2330.0,7.118,4.7303,9.3264,0,16,2
3699,2016,Monduber trail 2016 - 41 Km,157,50K,42.1,2180.0,7.0875,4.4833,9.8111,0,11,2
3699,2017,Monduber trail IV 2017 - 42km,175,50K,41.6,2050.0,7.5999,4.6828,10.1558,0,13,2
3699,2018,Monduber trail V 2018 - 42km,142,50K,42.6,2340.0,7.2968,4.9689,9.8906,0,12,4
36990,2023,KantaTrail 2023 - Eskiul'hard,272,20K,26.0,1200.0,3.5337,0.0,4.9739,15,58,2
36992,2023,KantaTrail 2023 - Eskiul'alez,142,-,13.0,600.0,1.8023,0.0,2.6314,1,59,1
36998,2023,TRAIL DU VAL D'EGRAY 2023 - Le Défi du Val d'Egray,142,20K,43.0,1300.0,4.4916,3.1139,5.9822,0,16,1
3700,2014,Gran Trail Monduber 2014 - 80 Km,68,100K,81.0,3850.0,13.8064,9.1817,17.8064,0,5,3
3700,2015,Monduber trail 2015 - 80 Km,52,100K,81.0,3850.0,14.3103,9.9914,18.8444,0,2,2
3700,2016,Monduber trail 2016 - 80 Km,54,100K,79.0,3970.0,13.6611,9.7569,18.0603,0,8,4
3700,2017,Monduber trail IV 2017 - 65km,101,100K,66.1,3460.0,12.4624,8.0111,15.7792,0,8,3
3700,2018,Monduber trail V 2018 - 65km,58,50K,63.7,3530.0,11.4576,7.5819,14.1528,0,11,5
37004,2023,7 Cidades Ultimate Trail 2023 - 7CUT20,168,20K,21.0,1090.0,3.229,2.0867,4.9644,0,54,2
37008,2022,GOLDEN 100 HONG KONG 2022 - 2022 Golden 100 Hong Kong 100KM VR,29,100K,102.2,5610.0,23.2369,15.2328,30.1225,0,5,1
37014,2022,Tanaosri Trail DEC 2022 - Tanaosri Trail 110K,91,100M,117.4,6370.0,29.328,20.6569,32.3756,0,12,6
37016,2022,Tanaosri Trail DEC 2022 - TAB 60K,116,100K,66.0,4214.0,16.6501,8.5647,18.4911,0,20,4
37018,2022,Tanaosri Trail DEC 2022 - TBH 50K,169,50K,56.0,2687.0,12.4116,6.8428,13.9722,0,40,6
3702,2015,Desafío Lurbel Aitana 2015 - 40K,402,50K,40.5,2380.0,7.14,4.3092,9.9989,0,32,7
3702,2016,Desafío Lurbel Aitana 2016 - 40K,386,50K,40.9,2520.0,7.3895,4.3361,9.4225,0,20,7
3702,2018,DESAFIO LURBEL MOUNTAIN FESTIVAL 2018 - 45K,114,50K,44.2,2470.0,8.2281,5.3208,10.6658,0,5,2
37020,2022,Tanaosri Trail DEC 2022 - TLP 30K - DAY,310,50K,31.3,2406.0,9.708,5.0628,11.9808,0,96,2
37022,2022,Tanaosri Trail DEC 2022 - TLP 30K - Night,113,50K,31.3,2406.0,9.5736,5.0672,11.9953,0,30,4
37024,2022,Tanaosri Trail DEC 2022 - TPT 20K - DAY,347,20K,22.0,1500.0,6.3074,2.8372,7.9922,0,166,4
37026,2022,Tanaosri Trail DEC 2022 - TPT 20K - NIGHT,50,20K,22.0,1500.0,6.0816,3.3303,7.4803,0,15,1
37028,2022,Tanaosri Trail DEC 2022 - TKC 10K,229,-,10.8,430.0,2.7454,1.3419,3.9842,0,121,3
3703,2015,Desafío Lurbel Aitana 2015 - 80K,206,100K,82.0,4660.0,15.0848,8.9606,20.6661,0,12,7
3703,2016,Desafío Lurbel Aitana 2016 - 86K,73,100K,86.2,5050.0,16.0959,9.9239,21.8492,0,1,6
37036,2023,Desert Rats by UTMB 2023 - 50K,330,50K,48.0,1428.0,6.6134,0.0,9.7364,13,120,12
37036,2024,Desert Rats by UTMB 2024 - 50K,419,50K,48.2,1067.0,6.9251,0.0,9.965,36,133,24
37038,2023,Grindstone by UTMB 2023 - 100K,333,100K,99.7,3353.0,14.9021,0.0,17.9883,99,79,23
37040,2023,Grindstone by UTMB 2023 - 21K,92,20K,21.0,518.0,2.7008,1.7111,3.9789,0,40,12
3705,2015,El Trail Explorer 2015 - EL TRAIL EXPLORER 80K,11,100K,74.4,2600.0,10.6524,8.6528,13.7569,0,2,1
3706,2015,Ultra-Trail® de Mexico 2015 - 50K Ultra Light,327,50K,50.1,1798.0,8.5,4.6692,15.6758,0,114,10
3706,2016,Ultra-Trail® de Mexico 2016 - 50K Ultra Light,348,50K,48.1,1750.0,9.0847,5.58,10.8453,0,105,8
3706,2017,Ultra-Trail de Mexico - UTMX® 2017 - Ultra Light 50K,528,50K,49.8,2360.0,8.5048,0.0,10.9067,158,183,13
3706,2018,Ultra-Trail de Mexico - UTMX® 2018 - Ultra Light 50K,464,50K,50.4,2230.0,8.9213,0.0,10.9444,81,176,9
3706,2019,Ultra-Trail de Mexico - UTMX® 2019 - Ultra Light 50K,638,50K,50.4,2230.0,8.9076,0.0,10.9964,203,228,7
37060,2023,Trail Rocacorba 2023 - Express Teams Rocacorba,30,20K,17.3,810.0,2.3759,1.9092,2.9328,0,12,1
37062,2023,Trail Rocacorba 2023 - Trail Teams Rocacorba,38,20K,24.7,1320.0,3.6057,2.8289,4.9464,0,16,3
37064,2023,Trail Costa Brava 2023 - Express Teams Costa Brava,14,-,13.4,300.0,1.5329,1.0644,1.9025,0,6,1
37066,2023,Trail Costa Brava 2023 - Trail Teams Costa Brava,54,20K,22.9,715.0,2.5612,1.8486,3.3769,0,24,4
37068,2023,Trail Costa Brava 2023 - Marathon Teams Costa Brava,14,50K,41.6,2000.0,5.1593,4.5094,6.1367,0,4,2
